sequenceID	record_ID	organism	assigned_name	locus_name	virus_genus	locus_numeric_id	sequence_length	assigned_gene	target_datatype	target_version	target_name	probe_type	scaffold	extract_start	extract_end	sequence_length	orientation	bitscore	identity	evalue_num	evalue_exp	subject_start	subject_end	query_start	query_end	align_len	gap_openings	mismatches	host_species	host_class	host_superorder	host_order	host_family	host_genus
Molothrus_ater_28684	28684	Molothrus_ater	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	1624	polyprotein	low_coverage	BPBGC_Mater_1.0	GCA_012460135.1_BPBGC_Mater_1.0_genomic.fna	ORF	CM022840.1	79893948	79895571	1624	-	265	54.839	4	93	725	989	830	1624	279	8	98	Molothrus ater	Aves	Neognathae	Passeriformes	Icteridae	Molothrus
Nannopterum_brasilianus_27417	27417	Nannopterum_brasilianus	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	1939	polyprotein	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01007800.1	89566	91504	1939	-	250	65.517	3	129	293	494	856	1461	203	2	68	Nannopterum brasilianus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Nestor_notabilis_27625	27625	Nestor_notabilis	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	2723	polyprotein	low_coverage	bgi_2011-10-28	Nestor_notabilis.scaf.noBacterial.fa	ORF	scaffold30203	39077	41799	2723	+	251	44.581	0	1	122	505	255	1289	406	9	142	Nestor notabilis	Aves	Neognathae	Psittaciformes	Psittacidae	Nestor
Nipponia_nippon_27628	27628	Nipponia_nippon	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	2934	polyprotein	low_coverage	bgi_2011-10-28	Nipponia_nippon.scaf.fa	ORF	Scaffold60	168695	171628	2934	-	796	58.81	0	1	145	948	399	2816	840	17	276	Nipponia nippon	Aves	Neognathae	Pelecaniformes	Threskiornithidae	Nipponia
Nisaetus_nipalensis_28688	28688	Nisaetus_nipalensis	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	2956	polyprotein	low_coverage	Nnipalensis_1.0	GCA_012487455.1_Nnipalensis_1.0_genomic.fna	ORF	BJES01008621.1	29706	32661	2956	+	466	89.683	0	1	738	989	2201	2956	252	0	26	Nisaetus nipalensis	Aves	Neognathae	Falconiformes	Accipitridae	Nisaetus
Opisthocomus_hoazin_5400	5400	Opisthocomus_hoazin	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	1610	polyprotein	low_coverage	bgi_2011-10-28	Ophisthocomus_hoazin.scaf.noBacterial.fa	ORF	scaffold15	2939250	2940859	1610	-	182	75.806	2	148	35	158	1	354	124	1	24	Opisthocomus hoazin	Aves	Neognathae	Opisthocomiformes	Opisthocomidae	Opisthocomus
Paradisaea_raggiana_27634	27634	Paradisaea_raggiana	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	3539	polyprotein	low_coverage	GCA_003713265	GCA_003713265.1_ParRag_1.0_genomic.fna	ORF	RAHK01000163.1	1235062	1238600	3539	-	459	47.528	3	146	385	980	1752	3539	627	12	267	Paradisaea raggiana	Aves	Neognathae	Passeriformes	Paradisaeidae	Paradisaea
Paradisaea_rubra_5402	5402	Paradisaea_rubra	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	3534	polyprotein	low_coverage	GCA_003713215	GCA_003713215.1_ParRub_1.0_genomic.fna	ORF	RAHL01000034.1	2484638	2488171	3534	+	491	57.782	2	158	441	980	1924	3534	559	9	195	Paradisaea rubra	Aves	Neognathae	Passeriformes	Paradisaeidae	Paradisaea
Parotia_lawesii_27636	27636	Parotia_lawesii	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	3541	polyprotein	low_coverage	GCA_003713295	GCA_003713295.1_ParLaw_1.0_genomic.fna	ORF	RAHM01000055.1	1995688	1999228	3541	-	439	63.83	9	139	607	980	2417	3541	376	3	133	Parotia lawesii	Aves	Neognathae	Passeriformes	Paradisaeidae	Parotia
Parus_major_5404	5404	Parus_major	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	1627	polyprotein	complete	1.0.3	9157_ref_Parus_major1.0.3_chr1.fa	ORF	gi|996767198|ref|NC_029268.1|	66994832	66996458	1627	-	197	69.718	3	95	833	974	1193	1618	142	0	43	Parus major	Aves	Neognathae	Passeriformes	Paridae	Parus
Passer_domesticus_5407	5407	Passer_domesticus	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	1261	polyprotein	low_coverage	Passer_domesticus-1.0	GCA_001700915.1_Passer_domesticus-1.0_genomic.fna	ORF	CM004528.1	38508550	38509810	1261	-	223	70.701	3	87	833	989	791	1261	157	0	46	Passer domesticus	Aves	Neognathae	Passeriformes	Passeridae	Passer
Pelecanus_crispus_27640	27640	Pelecanus_crispus	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	2941	polyprotein	low_coverage	bgi_2011-10-28	Pelecanus_crispus.scaf.noBacterial.fa	ORF	scaffold18295	28712	31652	2941	+	934	63.647	0	1	145	989	395	2941	872	15	267	Pelecanus crispus	Aves	Neognathae	Pelecaniformes	Pelecanidae	Pelecanus
Phaethon_lepturus_27642	27642	Phaethon_lepturus	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	1611	polyprotein	low_coverage	bgi_2011-10-28	Phaethon_lepturus.scaf.noBacterial.fa	ORF	scaffold3985	92802	94412	1611	-	278	58.123	9	86	735	989	859	1611	277	7	68	Phaethon lepturus	Aves	Neognathae	Pelecaniformes	Phaethontidae	Phaethon
Phalacrocorax_carbo_27431	27431	Phalacrocorax_carbo	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	1939	polyprotein	low_coverage	bgi_2011-10-28	Phalacrocorax_carbo.scaf.noBacterial.fa	ORF	scaffold23825	89818	91756	1939	-	238	63.054	3	123	293	494	856	1461	203	2	73	Phalacrocorax carbo	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Phalacrocorax
Phalacrocorax_harrisi_27432	27432	Phalacrocorax_harrisi	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	1939	polyprotein	low_coverage	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	ORF	NEVG01000146.1	1031483	1033421	1939	+	250	65.517	1	130	293	494	856	1461	203	2	68	Phalacrocorax harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Phoenicopterus_ruber_27643	27643	Phoenicopterus_ruber	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	2955	polyprotein	low_coverage	bgi_2011-10-28	Phoenicopterus_ruber.scaf.noBacterial.fa	ORF	scaffold29997	40566	43520	2955	-	506	88.172	0	1	711	989	2119	2955	279	0	33	Phoenicopterus ruber	Aves	Neognathae	Phoenicopteriformes	Phoenicopteridae	Phoenicopterus
Phylloscopus_plumbeitarsus_5458	5458	Phylloscopus_plumbeitarsus	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	1608	polyprotein	low_coverage	GWplu1.0	GCA_001655115.1_GWplu1.0_genomic.fna	ORF	LXOY01076276.1	9060	10667	1608	+	199	71.622	2	97	842	989	1165	1608	148	0	42	Phylloscopus plumbeitarsus	Aves	Neognathae	Passeriformes	Phylloscopidae	Phylloscopus
Phylloscopus_trochiloides_viridanus_5461	5461	Phylloscopus_trochiloides_viridanus	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	1616	polyprotein	low_coverage	GWvir1.0	GCA_001655095.1_GWvir1.0_genomic.fna	ORF	LXPA01011829.1	35900	37515	1616	+	197	70.946	3	98	842	989	1173	1616	148	0	43	Phylloscopus trochiloides viridanus	Aves	Neognathae	Passeriformes	Phylloscopidae	Phylloscopus
Picoides_pubescens_27436	27436	Picoides_pubescens	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	3775	polyprotein	low_coverage	bgi_2011-10-28	Picoides_pubescens.scaf.noBacterial.fa	ORF	scaffold148	2440298	2444072	3775	+	361	55.98	1	109	602	980	2594	3721	393	9	142	Picoides pubescens	Aves	Neognathae	Piciformes	Picidae	Picoides
Pipra_filicauda_5465	5465	Pipra_filicauda	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	2832	polyprotein	low_coverage	ASM394559v1	GCF_003945595.1_ASM394559v1_genomic.fna	ORF	NW_020895070.1	173627	176458	2832	+	253	48.734	0	1	565	862	1580	2470	316	8	125	Pipra filicauda	Aves	Neognathae	Passeriformes	Pipridae	Pipra
Podiceps_cristatus_27654	27654	Podiceps_cristatus	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	2927	polyprotein	low_coverage	bgi_2011-10-28	Podiceps_cristatus.scaf.noBacterial.fa	ORF	scaffold11994	28003	30929	2927	+	412	82.008	0	1	751	989	2211	2927	239	0	43	Podiceps cristatus	Aves	Neognathae	Podicipediformes	Podicipedidae	Podiceps
Pseudopodoces_humilis_27655	27655	Pseudopodoces_humilis	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	1458	polyprotein	low_coverage	1	181119_ref_PseHum1.0_chrUn.fa	ORF	gi|539359185|ref|NW_005087554.1|	17593799	17595256	1458	+	231	71.975	1	115	833	989	988	1458	157	0	44	Pseudopodoces humilis	Aves	Neognathae	Passeriformes	Paridae	Pseudopodoces
Psittacula_krameri_5473	5473	Psittacula_krameri	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	1536	polyprotein	low_coverage	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	ORF	NFZL01000130.1	467784	469319	1536	-	244	47.554	1	74	307	652	502	1536	368	13	148	Psittacula krameri	Aves	Neognathae	Psittaciformes	Psittacidae	Psittacula
Psittacula_krameri_5476	5476	Psittacula_krameri	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	1043	polyprotein	low_coverage	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	ORF	NFZL01000130.1	464005	465047	1043	-	247	66.364	3	113	732	929	218	859	220	6	46	Psittacula krameri	Aves	Neognathae	Psittaciformes	Psittacidae	Psittacula
Pterocles_gutturalis_27666	27666	Pterocles_gutturalis	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	2759	polyprotein	low_coverage	bgi_2011-10-28	Pterocles_guturalis.scaf.noBacterial.fa	ORF	scaffold28936	89270	92028	2759	-	553	56.703	0	1	71	695	1	1884	649	14	236	Pterocles gutturalis	Aves	Neognathae	Ciconiiformes	Pteroclidae	Pterocles
Pygoscelis_adeliae_27669	27669	Pygoscelis_adeliae	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	3539	polyprotein	low_coverage	bgi_2011-10-28	Pygoscelis_adeliae.scaf.fa	ORF	Scaffold14	3102898	3106436	3539	-	485	81.57	3	156	680	972	2609	3472	293	1	49	Pygoscelis adeliae	Aves	Neognathae	Sphenisciformes	Spheniscidae	Pygoscelis
Pygoscelis_antarcticus_27671	27671	Pygoscelis_antarcticus	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	3539	polyprotein	low_coverage	ASM326459v1	GCA_003264595.1_ASM326459v1_genomic.fna	ORF	NDHD01001273.1	3102601	3106139	3539	-	478	81.1	0	1	682	972	2615	3472	291	1	50	Pygoscelis antarcticus	Aves	Neognathae	Sphenisciformes	Spheniscidae	Pygoscelis
Pygoscelis_papua_27674	27674	Pygoscelis_papua	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	3539	polyprotein	low_coverage	ASM326461v1	GCA_003264615.1_ASM326461v1_genomic.fna	ORF	NDHF01001273.1	3102890	3106428	3539	-	485	81.57	3	156	680	972	2609	3472	293	1	49	Pygoscelis papua	Aves	Neognathae	Sphenisciformes	Spheniscidae	Pygoscelis
Recurvirostra_avosetta_27676	27676	Recurvirostra_avosetta	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	2918	polyprotein	low_coverage	ASM402374v1	GCA_004023745.1_ASM402374v1_genomic.fna	ORF	SAYO01035872.1	339535	342452	2918	-	609	57.943	0	1	363	989	1080	2918	661	15	196	Recurvirostra avosetta	Aves	Neognathae	Charadriiformes	Recurvirostridae	Recurvirostra
Saxicola_maurus_5497	5497	Saxicola_maurus	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	1035	polyprotein	low_coverage	Saxicola_maurus.2	GCA_900205225.1_Saxicola_maurus.2_genomic.fna	ORF	OAMK01000002.1	18485415	18486449	1035	+	248	72.189	2	77	806	974	523	1026	169	1	46	Saxicola maurus	Aves	Neognathae	Passeriformes	Muscicapidae	Saxicola
Serinus_canaria_5502	5502	Serinus_canaria	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	1802	polyprotein	low_coverage	ncbi_100	9135_ref_SCA1_chrUn.fa	ORF	gi|668343355|ref|NW_007931126.1|	28007962	28009763	1802	+	214	67.516	3	72	833	989	1347	1802	157	1	46	Serinus canaria	Aves	Neognathae	Passeriformes	Fringillidae	Serinus
Setophaga_coronata_5505	5505	Setophaga_coronata	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	1533	polyprotein	low_coverage	mywagenomev1.1	GCA_001746935.1_mywagenomev1.1_genomic.fna	ORF	MDLI01000071.1	1397618	1399150	1533	+	143	73.196	6	75	893	989	1258	1533	97	1	21	Setophaga coronata	Aves	Neognathae	Passeriformes	Parulidae	Setophaga
Spheniscus_humboldti_28076	28076	Spheniscus_humboldti	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	3626	polyprotein	low_coverage	ASM326454v1	GCA_003264545.1_ASM326454v1_genomic.fna	ORF	NDHA01001273.1	3102676	3106301	3626	-	495	84.775	0	1	684	972	2708	3559	289	1	39	Spheniscus humboldti	Aves	Neognathae	Sphenisciformes	Spheniscidae	Spheniscus
Spheniscus_magellanicus_28077	28077	Spheniscus_magellanicus	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	3626	polyprotein	low_coverage	ASM326471v1	GCA_003264715.1_ASM326471v1_genomic.fna	ORF	NDGX01001273.1	3102824	3106449	3626	-	489	84.083	0	1	684	972	2708	3559	289	1	41	Spheniscus magellanicus	Aves	Neognathae	Sphenisciformes	Spheniscidae	Spheniscus
Spheniscus_mendiculus_28080	28080	Spheniscus_mendiculus	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	3539	polyprotein	low_coverage	ASM326465v1	GCA_003264655.1_ASM326465v1_genomic.fna	ORF	NDGW01001273.1	3102675	3106213	3539	-	492	83.505	0	1	682	972	2615	3472	291	1	43	Spheniscus mendiculus	Aves	Neognathae	Sphenisciformes	Spheniscidae	Spheniscus
Sporophila_hypoxantha_5517	5517	Sporophila_hypoxantha	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	1640	polyprotein	low_coverage	SpoHypox2.0	GCA_002167245.1_SpoHypox2.0_genomic.fna	ORF	NDFG01001561.1	2895886	2897525	1640	+	291	54.63	2	90	675	989	696	1640	324	5	129	Sporophila hypoxantha	Aves	Neognathae	Passeriformes	Thraupidae	Sporophila
Strigops_habroptila_5519	5519	Strigops_habroptila	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	2628	polyprotein	low_coverage	bStrHab1_v1	GCA_004011185.1_bStrHab1_v1.h_genomic.fna	ORF	RXXF01000787.1	15473	18100	2628	+	239	51.601	5	119	505	781	1215	2021	281	5	120	Strigops_habroptila	Aves	Neognathae	Psittaciformes	Strigopidae	Strigops
Strix_occidentalis_caurina_28084	28084	Strix_occidentalis_caurina	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	2554	polyprotein	low_coverage	Soccid_v01	GCA_002372975.1_Soccid_v01_genomic.fna	ORF	NIFN01000390.1	1145215	1147768	2554	-	345	48.636	0	1	254	689	399	1688	440	7	212	Strix occidentalis caurina	Aves	Neognathae	Strigiformes	Strigidae	Strix
Sturnus_vulgaris_5521	5521	Sturnus_vulgaris	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	1518	polyprotein	low_coverage	GCA_001447265.1	9172_ref_Sturnus_vulgaris-1.0_chrUn.fa	ORF	gi|957814062|ref|NW_014650759.1|	675658	677175	1518	-	195	60	2	71	738	902	767	1258	165	1	65	Sturnus vulgaris	Aves	Neognathae	Passeriformes	Sturnidae	Sturnus
Tachycineta_bicolor_28086	28086	Tachycineta_bicolor	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	1689	polyprotein	low_coverage	CLO_TRES_1	GCA_007636935.1_CLO_TRES_1_genomic.fna	ORF	VKGD01006983.1	6113	7801	1689	-	214	72.973	4	113	842	989	1246	1689	148	0	40	Tachycineta bicolor	Aves	Neognathae	Passeriformes	Hirundinidae	Tachycineta
Taeniopygia_guttata_5526	5526	Taeniopygia_guttata	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	2525	polyprotein	low_coverage	goldenpath_taeGut2	taeGut2.fa	ORF	chr1	50693425	50695949	2525	+	148	72.727	3	94	891	989	2229	2525	99	0	27	Taeniopygia guttata	Aves	Neognathae	Passeriformes	Estrildidae	Taeniopygia
Tyto_alba_28096	28096	Tyto_alba	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	2846	polyprotein	low_coverage	bgi_2011-10-28	Tyto_alba.scaf.noBacterial.fa	ORF	scaffold12462	5659	8504	2846	-	559	60.536	0	1	9	564	1	1659	560	8	210	Tyto alba	Aves	Neognathae	Strigiformes	Tytonidae	Tyto
Uria_lomvia_28097	28097	Uria_lomvia	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	2946	polyprotein	low_coverage	UriLom_1.1	GCA_002289315.1_UriLom_1.1_genomic.fna	ORF	NOXD01000015.1	3125959	3128904	2946	-	422	87.66	0	1	690	924	2051	2752	235	1	28	Uria lomvia	Aves	Neognathae	Charadriiformes	Alcidae	Uria
Urile_pelagicus_27481	27481	Urile_pelagicus	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	1937	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000674.1	1775680	1777616	1937	+	225	63.158	10	129	293	481	856	1422	190	2	68	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Zonotrichia_albicollis_5565	5565	Zonotrichia_albicollis	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	1543	polyprotein	low_coverage	1.0.1	44394_ref_Zonotrichia_albicollis-1.0.1_chrUn.fa	ORF	gi|538542698|ref|NW_005081545.1|	6511674	6513216	1543	-	155	36.702	1	42	634	989	581	1543	376	12	163	Zonotrichia albicollis	Aves	Neognathae	Passeriformes	Passerellidae	Zonotrichia
Zosterops_lateralis_28100	28100	Zosterops_lateralis	ehbv-avi.1-neoaves-con	avi.1-neoaves	Avihepadnavirus	1	1250	polyprotein	low_coverage	ASM128173v1	GCA_001281735.1_ASM128173v1_genomic.fna	ORF	LAII01000013.1	334452	335701	1250	+	294	49.589	3	93	634	989	195	1250	365	7	162	Zosterops lateralis	Aves	Neognathae	Passeriformes	Zosteropidae	Zosterops
Sporophila_hypoxantha_4748	4748	Sporophila_hypoxantha	ehbv-avi.3-passeriformes	avi.3-passeriformes	Avihepadnavirus	3	138	polyprotein	low_coverage	SpoHypox2.0	GCA_002167245.1_SpoHypox2.0_genomic.fna	ORF	NDFG01000330.1	243750	243887	138	-	84	91.111	6	27	1	45	1	135	45	0	4	Sporophila hypoxantha	Aves	Neognathae	Passeriformes	Thraupidae	Sporophila
Erythrura_gouldiae_4378	4378	Erythrura_gouldiae	ehbv-avi.4-passeriformes	avi.4-passeriformes	Avihepadnavirus	4	288	polyprotein	low_coverage	GouldianFinchv1	GCA_003676055.1_GouldianFinch_genomic.fna	ORF	QUSF01000021.1	3345826	3346113	288	+	114	67.708	2	37	14	90	1	288	96	1	12	Erythrura gouldiae	Aves	Neognathae	Passeriformes	Estrildidae	Erythrura
Geospiza_fortis_27381	27381	Geospiza_fortis	ehbv-avi.4-passeriformes	avi.4-passeriformes	Avihepadnavirus	4	450	polyprotein	low_coverage	goldenpath_geoFor1	geoFor1.fa_2.fa	ORF	JH739974	1977376	1977825	450	-	137	60.63	10	46	1	93	70	450	127	1	16	Geospiza fortis	Aves	Neognathae	Passeriformes	Thraupidae	Geospiza
Hemignathus_virens_27391	27391	Hemignathus_virens	ehbv-avi.4-passeriformes	avi.4-passeriformes	Avihepadnavirus	4	396	polyprotein	low_coverage	ASM328649v1	GCA_003286495.1_ASM328649v1_genomic.fna	ORF	LTAT01000002.1	68999779	69000174	396	+	144	71.56	1	48	1	90	70	396	109	1	12	Hemignathus virens	Aves	Neognathae	Passeriformes	Fringillidae	Hemignathus
Lonchura_striata_domestica_4422	4422	Lonchura_striata_domestica	ehbv-avi.4-passeriformes	avi.4-passeriformes	Avihepadnavirus	4	276	polyprotein	low_coverage	LonStrDom1	GCF_002197715.1_LonStrDom1_genomic.fna	ORF	NW_018656392.1	5192620	5192895	276	+	107	66.304	6	35	21	93	1	276	92	1	12	Lonchura striata domestica	Aves	Neognathae	Passeriformes	Estrildidae	Lonchura
Molothrus_ater_28685	28685	Molothrus_ater	ehbv-avi.4-passeriformes	avi.4-passeriformes	Avihepadnavirus	4	348	polyprotein	low_coverage	BPBGC_Mater_1.0	GCA_012460135.1_BPBGC_Mater_1.0_genomic.fna	ORF	CM022872.1	64579118	64579465	348	-	150	71.429	1	51	1	93	13	348	112	1	13	Molothrus ater	Aves	Neognathae	Passeriformes	Icteridae	Molothrus
Serinus_canaria_27460	27460	Serinus_canaria	ehbv-avi.4-passeriformes	avi.4-passeriformes	Avihepadnavirus	4	345	polyprotein	low_coverage	ncbi_100	9135_ref_SCA1_chrUn.fa	ORF	gi|668343329|ref|NW_007931152.1|	4719878	4720222	345	-	134	66.964	8	45	1	93	10	345	112	1	18	Serinus canaria	Aves	Neognathae	Passeriformes	Fringillidae	Serinus
Setophaga_coronata_4739	4739	Setophaga_coronata	ehbv-avi.4-passeriformes	avi.4-passeriformes	Avihepadnavirus	4	369	polyprotein	low_coverage	mywagenomev1.1	GCA_001746935.1_mywagenomev1.1_genomic.fna	ORF	MDLI01000068.1	1752377	1752745	369	+	100	50	1	31	1	93	1	369	132	3	18	Setophaga coronata	Aves	Neognathae	Passeriformes	Parulidae	Setophaga
Sporophila_hypoxantha_2933	2933	Sporophila_hypoxantha	ehbv-avi.4-passeriformes	avi.4-passeriformes	Avihepadnavirus	4	321	polyprotein	low_coverage	SpoHypox2.0	GCA_002167245.1_SpoHypox2.0_genomic.fna	ORF	NDFG01000433.1	3403750	3404070	321	-	107	58.879	2	34	1	73	1	321	107	1	10	Sporophila hypoxantha	Aves	Neognathae	Passeriformes	Thraupidae	Sporophila
Taeniopygia_guttata_4763	4763	Taeniopygia_guttata	ehbv-avi.4-passeriformes	avi.4-passeriformes	Avihepadnavirus	4	303	polyprotein	low_coverage	goldenpath_taeGut2	taeGut2.fa	ORF	chr1A	68942502	68942804	303	+	127	70.707	1	42	14	93	7	303	99	1	10	Taeniopygia guttata	Aves	Neognathae	Passeriformes	Estrildidae	Taeniopygia
Geospiza_fortis_2548	2548	Geospiza_fortis	ehbv-avi.5-passeriformes	avi.5-passeriformes	Avihepadnavirus	5	240	polyprotein	low_coverage	goldenpath_geoFor1	geoFor1.fa_2.fa	ORF	JH739935	5019078	5019317	240	+	91	90	1	28	5	54	1	150	50	0	5	Geospiza fortis	Aves	Neognathae	Passeriformes	Thraupidae	Geospiza
Hemignathus_virens_4404	4404	Hemignathus_virens	ehbv-avi.5-passeriformes	avi.5-passeriformes	Avihepadnavirus	5	276	polyprotein	low_coverage	ASM328649v1	GCA_003286495.1_ASM328649v1_genomic.fna	ORF	LTAT01000011.1	25619944	25620219	276	+	107	92.593	6	35	1	54	61	222	54	0	4	Hemignathus virens	Aves	Neognathae	Passeriformes	Fringillidae	Hemignathus
Junco_hyemalis_2570	2570	Junco_hyemalis	ehbv-avi.5-passeriformes	avi.5-passeriformes	Avihepadnavirus	5	204	polyprotein	low_coverage	ASM382977v1	GCA_003829775.1_ASM382977v1_genomic.fna	ORF	QZWM01002192.1	28906629	28906832	204	+	88	88	7	28	5	54	1	150	50	0	6	Junco hyemalis	Aves	Neognathae	Passeriformes	Passerellidae	Junco
Lonchura_striata_domestica_4933	4933	Lonchura_striata_domestica	ehbv-avi.5-passeriformes	avi.5-passeriformes	Avihepadnavirus	5	219	polyprotein	low_coverage	LonStrDom1	GCF_002197715.1_LonStrDom1_genomic.fna	ORF	NW_018654818.1	2770861	2771079	219	+	107	100	2	35	2	54	1	159	53	0	0	Lonchura striata domestica	Aves	Neognathae	Passeriformes	Estrildidae	Lonchura
Passer_domesticus_2750	2750	Passer_domesticus	ehbv-avi.5-passeriformes	avi.5-passeriformes	Avihepadnavirus	5	135	polyprotein	low_coverage	Passer_domesticus-1.0	GCA_001700915.1_Passer_domesticus-1.0_genomic.fna	ORF	CM004535.1	8032888	8033022	135	+	79	86.667	1	24	8	52	1	135	45	0	6	Passer domesticus	Aves	Neognathae	Passeriformes	Passeridae	Passer
Serinus_canaria_4733	4733	Serinus_canaria	ehbv-avi.5-passeriformes	avi.5-passeriformes	Avihepadnavirus	5	222	polyprotein	low_coverage	ncbi_100	9135_ref_SCA1_chrUn.fa	ORF	gi|668343350|ref|NW_007931131.1|	25006896	25007117	222	+	107	96.296	2	35	1	54	7	168	54	0	2	Serinus canaria	Aves	Neognathae	Passeriformes	Fringillidae	Serinus
Setophaga_coronata_4736	4736	Setophaga_coronata	ehbv-avi.5-passeriformes	avi.5-passeriformes	Avihepadnavirus	5	189	polyprotein	low_coverage	mywagenomev1.1	GCA_001746935.1_mywagenomev1.1_genomic.fna	ORF	MDLI01000090.1	2520513	2520701	189	+	102	96.226	9	34	2	54	1	159	53	0	2	Setophaga coronata	Aves	Neognathae	Passeriformes	Parulidae	Setophaga
Sporophila_hypoxantha_2934	2934	Sporophila_hypoxantha	ehbv-avi.5-passeriformes	avi.5-passeriformes	Avihepadnavirus	5	138	polyprotein	low_coverage	SpoHypox2.0	GCA_002167245.1_SpoHypox2.0_genomic.fna	ORF	NDFG01000037.1	1963563	1963700	138	-	88	91.304	4	28	7	52	1	138	46	0	4	Sporophila hypoxantha	Aves	Neognathae	Passeriformes	Thraupidae	Sporophila
Taeniopygia_guttata_4759	4759	Taeniopygia_guttata	ehbv-avi.5-passeriformes	avi.5-passeriformes	Avihepadnavirus	5	231	polyprotein	low_coverage	goldenpath_taeGut2	taeGut2.fa	ORF	chr8	25657993	25658223	231	+	109	100	3	36	1	54	16	177	54	0	0	Taeniopygia guttata	Aves	Neognathae	Passeriformes	Estrildidae	Taeniopygia
Zonotrichia_albicollis_3015	3015	Zonotrichia_albicollis	ehbv-avi.5-passeriformes	avi.5-passeriformes	Avihepadnavirus	5	198	polyprotein	low_coverage	1.0.1	44394_ref_Zonotrichia_albicollis-1.0.1_chrUn.fa	ORF	gi|538541919|ref|NW_005081684.1|	1042037	1042234	198	+	82	83.333	2	25	7	54	1	144	48	0	8	Zonotrichia albicollis	Aves	Neognathae	Passeriformes	Passerellidae	Zonotrichia
